Sample ID,SMILES
NCGC00380690-01,O[C@H]1[C@H](O)[C@@H](COC(=O)/C=C/C2=CC=CC=C2)O[C@@H](OC(=O)C3=CC(=C(O)C(=C3)O)O)[C@@H]1O
NCGC00380702-01,C\C=C(C)/C(=O)O[C@H]\1[C@H](O)[C@@H]2[C@H](OC(=O)C2=C)[C@H]3\C(=C/C(=O)/C3=C1C)C
NCGC00380859-01,CC(C)C1=CC2=C(C(=C1O)O)[C@@]34CCCC(C)(C)C3[C@@H](O)[C@@H]2OC4=O
NCGC00380870-01,O=C\1OC\C(=C1CC2=CC=CC=C2)C3=CC=CC=C3
NCGC00380968-01,COC1=CC(=C(C(O)=O)C(=C1)CCC2=CC=CC=C2)O
NCGC00381082-01,C/C=C/C=C/C(CC(O)=O)NC1=CC=C(C=O)C=C1
NCGC00381166-01,CC/1=C/CC2C(C)(CO)CCCC2(CO)C1CO
NCGC00381179-01,OC1=CC=C(C=C1)C/2OC(=O)C(=C2O)/CC3=CC=CC=C3
NCGC00381562-10,CCN(C1CCOCC1)C2=C(C)C(=CC(=C2)C3=CC=C(CN4CCOCC4)C=C3)C(=O)NC\C5=C(C)\C=C(C)/NC5=O
NCGC00384635-01,COC(=O)C(O)[C@H]1C(C)(C)C(=O)C[C@@H]2O[C@]34CC(=O)O[C@@H](C5=COC=C5)[C@]3(C)CC[C@@H](C4=C)[C@]12C
NCGC00385147-01,OC[C@H]1O[C@@H](OC2=CC=C(O)C3=CC=CC(=C23)O)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00385333-01,COC1=CC(=C(C(O)=O)C(=C1CC=C(C)C)O)\C=C\C2=CC=CC=C2
NCGC00385595-01,OC[C@H]1O[C@@H](OC2=C(C=C(O)C3=CC=CC(=C23)O)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00385761-01,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=CC(=C1)\C=C\C
NCGC00386022-01,CC/C=C/CC/1=C(CCCCCCCC(O)=O)/CCC1=O
NCGC00386162-02,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)\C=C4\[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(O)=O)C(O)=O
NCGC00386206-04,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4\C5=N\C(=O)ON5)C(O)=O
NCGC00386223-02,COC(=O)CCSCC1=CC=C(C=C1)C2=C(NC(=O)OC(C)C3=C(Cl)C=CC=C3)C(=NO2)C
NCGC00386243-05,CN(C)C/C=C/C(=O)NC1=CC(=CC=C1)C(=O)NC2=CC=C(NC3=NC=CC(=N3)C4=CC=CN=C4)C(=C2)C
NCGC00386290-04,CC(=O)NC1=C2C(=CC=C1)[N](CC(O)=O)C(=C2SC3=CC=C(Cl)C=C3)C
NCGC00386304-02,COC1=C2C=CC=C[N]2C(=C1C)C(=O)C3=CC=C(N)C(=C3)C(=O)O[Na]
NCGC00386305-05,[O-][S+](=O)(NC(=O)C1=C(Cl)C=C(Cl)C=C1)C2=CC=C(Br)S2
NCGC00386322-01,BrC1=CC2=C([NH]C3=C2CC(=O)NC4=C3N=CC=C4)C=C1
NCGC00386332-03,CC1=C(F)C=C(C=C1C2=CC=C(C=N2)C(=O)NCC(C)(C)C)C(=O)NC3CC3
NCGC00386401-02,C[N]1N=CC=C1NC2=NC=CC(=N2)C\3=C\C(=O)N(\C=C3)[C@H](CO)C4=CC(=C(Cl)C=C4)F
NCGC00386409-01,OC(=O)CSC1=C(O)C2=CC=CC=C2C(=C1)N[S+]([O-])(=O)C3=CC=C(Br)C=C3
NCGC00386422-01,COC1=CC(=C(OC)C=C1)C2\C(=C(N)/OC3=C2C(=N[NH]3)C4=CC=C5C=CC=CC5=C4)C#N
NCGC00386477-01,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C3=CC=C(C=C3C)C4=NN=C(C)O4)C=C1N5CCN(C)CC5
NCGC00386478-01,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C3=CC=C(C=C3C)C(N)=O)C=C1N4CCN(C)CC4
NCGC00386479-01,CN1CCN(CC1)C2=CC(=CC=C2O)NC(=O)C3=CC=C(C=C3)C4=CC=C(C=C4C)C5=NN=C(C)O5
NCGC00386512-01,OC(=O)C[C@@H](NC(=O)C1=CC(=CS1)C2=CC=C(C=C2)C3=CC=NC=C3)C4=CC=CC=C4
NCGC00386635-01,CN1CCN(CC1)C(=O)CC2=CSC(=N2)N[S+]([O-])(=O)C3=CC=CC(=C3C)Cl
NCGC00386636-01,CNC(=S)N[S+]([O-])(=O)C1=CC(=CC=C1OC)CCNC(=O)C2=CC(=CC=C2OC)Cl
NCGC00386680-01,[O-][S+](=O)(NC1=CC(=C(OC2=CC3=CC=CC=C3N=C2)C(=C1)Cl)Cl)C4=CC=C(Cl)C=C4Cl
NCGC00386724-03,COC1=C2C=CC=C[N]2C(=C1C)C(=O)C3=CC=C(N)C(=C3)C([O-])=O
NCGC00386738-02,COC1=CC=C(N2NC(=O)C/3=C(C2=O)/C(=O)C4=C(N3)C=C(Cl)C=C4)C(=C1)C
NCGC00386771-01,CC(C)(OC1=CC=C(C=C1)C2=NC3=CC(=CC=C3S2)Cl)C(O)=O
NCGC00386818-01,OC1=C(C=CC=N1)C(=O)NCCCNC(=O)C2=NOC(=C2)C3=CC=CC=C3
NCGC00386858-01,O=C(C[N]1N=NC2=C1C=CC=C2)N(CC3=CSC=C3)C4=CC=C(NC(=O)C5CC5)C=C4
NCGC00386875-01,CCOC1=CC=C(C=C1)C2=CC(=C(S2)C(O)=O)NC(=O)C3=C(F)C=CC=C3F
NCGC00386896-01,O=C(C[N]1C2=C(C=CC=C2)C\3=C1C(=O)N4CCS/C4=N3)N5CCCC5
NCGC00386908-01,COC1=CC2=NC3=C(C=C2C=C1)C(=N[N]3C)NC(=O)C4=CC=CO4
NCGC00386917-01,CC(C)(C)NC(=O)[C@H](N(C(=O)C1=CC=CO1)C2=CC=C(C=C2)C(C)(C)C)C3=CN=CC=C3
NCGC00387243-01,CC1=C(CNC(=O)NCC2=CC=CS2)C3=CC=CC=C3O1
NCGC00387254-02,CCC1=C(C2=CC=CC=C2)C(=N[N]1C3=CC=CC=C3C4=CC=CC(=C4)OCC(O)=O)C5=CC=CC=C5
NCGC00387772-02,N#C\C(=C\1NC2=CC=CC=C2S1)C3=NC(=NC=C3)NCCC4=CC=CN=C4
NCGC00387855-01,COC/1=C/C(NC1=C/C2=C(C)C=C(C)[NH]2)=C/3\C=C4\C=C/C=C\C4=N3
NCGC00388136-02,[O-][N+](=[O])C1=CC=C(C=C1)[N]2N=C(N=[N+]2C3=CC=C([I])C=C3)C4=CC=CC=C4
NCGC00388427-01,OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O
NCGC00389540-02,CC\1CO\C(=N1)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(OCC5=NC=CS5)C=C4)Cl
NCGC00389553-01,FC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NC(=NO3)C4=CC=C(F)C=C4
NCGC00389583-01,CC(C)C(CO)NC1=NC2=C(N=C[N]2C(C)C)C(=N1)NC3=CC(=C(C=C3)C(O)=O)Cl
NCGC00389591-02,CN1C(=O)C2=CC3=CC=CC=C3C=C2N(C)C4=NC(=NC(=C14)C)NC5=C[N](N=C5)C6CCNCC6
NCGC00389612-01,COC1=CC(=CC(=C1)OC)CCC2=CC(=N[NH]2)NC(=O)C3=CC=C(C=C3)N4CC(C)NC(C)C4
NCGC00389721-01,CC(C)C(NC(=O)C1=NC2=CC=CC=C2C=C1)C(=O)NC(CC(O)=O)C(=O)COC3=C(F)C=CC=C3F
NCGC00389800-01,CC1=CC(=CC(=C1)OCC2=CC=C(CN3CCCC3CO)C=C2)C[S+]([O-])(=O)C4=CC=CC=C4
NCGC00390007-02,OC(=O)C1=C(NC(=O)CC2=CC=C(Cl)C=C2)C=NC=C1
NCGC00390187-01,NC1=C(F)C=C(F)C(=N1)N2\C=C(C(O)=O)/C(=O)C3=CC(=C(N4CC(O)C4)C(=C23)Cl)F
NCGC00390218-01,CC1=NC(=C2CCC(=O)N(CC3=CC=C(C=C3)C4=CC=CC=C4C5=N[NH]N=N5)C2=N1)C
NCGC00390408-01,NC1=NC=C[N]2C(=NC(=C12)C3=CC4=C([NH]3)C(=CC=C4)Cl)C5CCC(CC5)C(O)=O
NCGC00390559-01,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4\C5=N\C(=O)O[N-]5)C(=O)OC\C6=C(/C)OC(=O)O6
NCGC00390587-01,C[S+]([O-])(=O)C1=CC=C(N=C1)C2=NN=C(\C=C\C3=NN=C(O3)C4=CC=C(C=C4)C#N)[N]2C5=C(Cl)C=CC=C5
NCGC00390600-01,CCCCC/1=N/C(=C(CC(=S)N(C)C)\C(=O)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=N[NH]4)C
NCGC00390619-01,COC1=C(C(=CC=C1)OC)C2=CC=C(C[C@H](NC(=O)C3=C(Cl)C=CC=C3Cl)C(O)=O)C=C2
NCGC00390624-01,CCOC(=O)C1=C(C)N=C(N2CCC(CC2)C(=O)N[S+]([O-])(=O)CC3=CC=CC=C3)C(=C1)C#N
NCGC00390881-02,CC1=CC(=CC=C1COC2=CC=N[N]2C3=NC=CC(=C3)C(O)=O)Cl
NCGC00391054-01,O=C(NCC1=CC=CC=C1)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC6=C(OCO6)C=C5)[NH]C=N3
NCGC00391213-01,COC1=CC=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC(=O)NC4=CC(=CC=C4)C#N)C=C1
NCGC00391435-01,ClC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)C5=CC=CC=C5)N=C[NH]4
NCGC00391693-01,CN(C)C1=CC=C(CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3)C=C1
NCGC00391706-01,O[C@@H]1C[C@H](N(C1)CC2=CC=C(C=C2)C3=NC=CC=C3)C4=NC(=NO4)C5=CN=CC=N5
NCGC00391792-01,O=C(NC1=CC=CC=C1)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)[N]4N=NN=C4SC5=CC=CC=C5
NCGC00391815-01,COC1=CC=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC(=O)C4=CC=C(OC)C=C4)C=C1
NCGC00391912-01,O=C(NC[C@H]1C[N]2C(=NC=C2C3=CC=C4OCCOC4=C3)CO1)NC5=CC=CC=C5
NCGC00391927-01,COC1=CC=C(C=C1)C2=NOC(=C2C(O)=O)[C@@H](C)NC(=O)C3=C(C)OC(=C3)C
NCGC00391939-01,C[C@@H](NC(=O)C1=CC=CN=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00391941-01,C[C@@H](NC(=O)C1=NC2=C([NH]1)C=CC=C2)C3=C(C(O)=O)C(=NO3)C4=CC=C(F)C=C4
NCGC00391980-01,O[C@H]1C[C@](CNC(=O)C2=CC=C(F)C=C2)(COC3=CC=CC=C3)C[C@H]1O
NCGC00391982-01,C[C@@H](NC(=O)NC1=CC=C(Cl)C=C1)C2=C(C(O)=O)C(=NO2)C3=CC=CC=C3
NCGC00391985-01,C[C@@H](NC(C)=O)C1=C(C(O)=O)C(=NO1)C2=CC=C(Cl)C=C2
NCGC00391986-01,C[C@@H](NC(=O)C1=CC=CC=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00391993-01,C[C@@H](NC(=O)C1=NOC(=C1)C)C2=C(C(O)=O)C(=NO2)C3=CC=CN=C3
NCGC00391994-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)CC(C)C)C(O)=O
NCGC00391995-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)C3=CC=CC=C3)C(O)=O
NCGC00391996-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)N[S+]([O-])(=O)C3=CC=CC=C3)C(O)=O
NCGC00391999-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)NC3=CN=CC=C3)C(O)=O
NCGC00392001-01,C[C@@H](NC(=O)C1CCCCC1)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00392074-01,COC(=O)C1=CC2=C([NH]C(=N2)C[C@@H]\3C[C@@H](C(C)C)[C@H](CNC(=O)C4=CC=CN=C4)\C=C3C)C=C1
NCGC00392089-01,COCC1=CC(=NO1)C[C@@H]2CC[C@H](O)[C@@H](CN(C(=O)NC3=CC=CC=C3)C(=O)NC4=CC=CC=C4)O2
NCGC00392130-01,CC(C)[C@@H]1C[C@@H](CC2=NC3=C([NH]2)N=CC=C3)\C(=C/[C@H]1CNC(=O)C4CC4)C
NCGC00392183-01,COC1=CC=C(C=C1)C(=O)NC[C@]2(COC3=CC=CC=C3)C[C@H](O)[C@H](O)C2
NCGC00392189-01,C[C@@H](NC(=O)C1=CC=C(F)C=C1)C2=C(C(O)=O)C(=NO2)C3=CC=CC=C3
NCGC00392201-01,COC1=CC=CC(=C1)CC(=O)N[C@H](C)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00392205-01,C[C@@H](NC(=O)CC1=CC=CC=C1)C2=C(C(O)=O)C(=NO2)C3=CC=CN=C3
NCGC00392206-01,CC1=NC(=CC=C1)OC[C@@]2(CNC(=O)C3CCCC3)C[C@H](O)[C@H](O)C2
NCGC00392302-01,C[C@@H](NC(=O)C1=CC=C(Cl)C=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00392307-01,COC1=CC=CC(=C1)NC(=O)N[C@H](C)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00392310-01,COC1=CC=C(C=C1)C2=NOC(=C2C(O)=O)[C@@H](C)NC(=O)C3CCCC3
NCGC00392314-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)C3CCCCC3)C(O)=O
NCGC00392318-01,C[C@@H](NC(=O)C1=CC=CC=C1)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00392328-01,C[C@@H](NC(=O)C1=CC=CC=C1)C2=C(ON=C2C3=CC=C(Cl)C=C3)C(O)=O
NCGC00392329-01,CC(C)CC(=O)N[C@H](C)C1=C(ON=C1C2=CC=C(Cl)C=C2)C(O)=O
NCGC00392331-01,COC1=CC=C(C=C1)C(=O)N[C@H](C)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00392341-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)NC3=CC=CC=C3)C(O)=O
NCGC00392346-01,CC(C)(CC(O)=O)CC(=O)N1CC2=C(C[C@H]1C3=NC(=NO3)C4=CC5=CC=CC=C5C=C4)[NH]C=N2
NCGC00392363-01,O[C@H]1C[C@](CNC(=O)C2=CC=C(F)C=C2)(COC3=CC=CN=C3)C[C@H]1O
NCGC00392366-01,N#CC1=CC(=CC=C1)CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3
NCGC00392367-01,C1[C@H](N(CC2=CC=CC=C2)CC3=C1[NH]C=N3)C4=NC(=NO4)C5=CC=CC=C5
NCGC00392939-01,C[N]1C(=NC2=C1C=CC=C2)CO[C@H]3CN(C[C@H]3F)CC4=CC5=C(C=CC=C5)N=C4
NCGC00393066-01,COC(=O)C1=CC2=C([NH]C(=N2)C[C@@H]\3C[C@@H](C(C)C)[C@H](CNC(=O)CC4(CCCC4)CC(O)=O)\C=C3C)C=C1
NCGC00393176-01,C[S+]([O-])(=O)C1=CC=C(O[C@H]2COCCN(C2)CC3=CC=C(C=C3)C4=CC=CC=C4)C=C1
NCGC00393200-01,C1CN(C[C@H](CO1)OC2=CC=CC=C2)CC3=CC=C(C=C3)C4=CC=CC=C4
NCGC00393310-01,COC1=CC=C(C=C1)C2=C[N]3C[C@H](CNC(=O)C4CCCC4)OCC3=N2
NCGC00393312-01,O=C(NC[C@H]1C[N]2C=C(N=C2CO1)C3=CC=CC=C3)C4=CC=CC=C4
NCGC00393360-01,O=C(NC[C@H]1C[N]2C(=NC=C2C3=CC=C4OCOC4=C3)CO1)NC5=CC=CC=C5
NCGC00393416-01,ClC1=CC(=CC=C1)C2=CN=C3CO[C@@H](CNC(=O)NC4=CC=CC=C4)C[N]23
NCGC00393426-01,ClC1=CC=C(C=C1)C2=CN=C3CO[C@@H](CNC(=O)NC4=CC=CC=C4)C[N]23
NCGC00393433-01,COC1=CC=CC(=C1)C(=O)NC[C@]2(COC3=CC=CC=C3)C[C@H](O)[C@H](O)C2
NCGC00393483-01,C[C@@H](NC(=O)C1=NC=CN=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00393484-01,C[C@@H](NC(=O)C1CCCC1)C2=C(C(O)=O)C(=NO2)C3=CC=C(Cl)C=C3
NCGC00393504-01,C[C@@H](NC(=O)C1=CC=C(Cl)C=C1)C2=C(C(O)=O)C(=NO2)C
NCGC00393512-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)C3=N[N](C)C(=C3)C)C(O)=O
NCGC00393514-01,C[C@@H](NC(=O)NC(C)(C)C)C1=C(C(O)=O)C(=NO1)C2=CC=C(Cl)C=C2
NCGC00393518-01,C[C@@H](NC(=O)C1=CC=C2OCOC2=C1)C3=C(C(O)=O)C(=NO3)C4=CC=CN=C4
NCGC00393524-01,C[C@@H](NC(=O)NC1=CC=C(Cl)C=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00393538-01,COC1=CC=C(C=C1)[S+]([O-])(=O)N[C@H](C)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00393539-01,C[C@@H](NC(=O)C1=C(C)OC(=C1)C)C2=C(ON=C2C3=CC=C(Cl)C=C3)C(O)=O
NCGC00393544-01,C[C@@H](NC(=O)C1CCCCC1)C2=C(ON=C2C3=CC=C(Cl)C=C3)C(O)=O
NCGC00393546-01,C[C@@H](NC(=O)C1=N[N](C)C(=C1)C)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00393547-01,C[C@@H](NC(=O)C1=CC=C[N]1C)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00393549-01,COC1=CC=C(C=C1)C2=NOC(=C2C(O)=O)[C@@H](C)NC(=O)C3=NC4=C([NH]3)C=CC=C4
NCGC00393607-01,FC1=CC=CC=C1CN2CCOC[C@H]2C3=NC(=C[NH]3)C4=CC=C(Cl)S4
NCGC00393611-01,ClC1=CC=C(S1)C2=C[NH]C(=N2)[C@@H]3COCCN3CC4=CC=CC(=C4)C#N
NCGC00393711-01,O=C1[C@@H]2C[C@@H](CN2CC3=NC=CC=C3)OC4=C(C=CC=C4)N1CC5=CC=CC=C5
NCGC00393810-01,COC1=CC=C(CN2C(=O)[C@@H]3C[C@@H](CN3C4CCC4)OC5=C2C=CC=C5)C=C1
NCGC00393851-01,CN1C(=O)[C@@H]2C[C@@H](CN2CC3=CC=NC4=CC=CC=C34)OC5=C1C=CC=C5
NCGC00393881-01,COCCN1C(=O)[C@@H]2C[C@@H](CN2C(=O)CC3=CC=CC=C3)OC4=C1C=CC=C4
NCGC00393999-01,CSC1=CC=CC(=C1)N2C(=O)[C@@H]3C[C@H](CCN3C2=O)NC(=O)C4=CC=C[N]4C
NCGC00394274-01,C[C@@H](NC(=O)N1CCOC[C@H]1C2=NC(=C[NH]2)C3=CC=C(OC(F)(F)F)C=C3)C4=CC=CC=C4
NCGC00394304-01,COC1=CC=C(C=C1)C2=C[NH]C(=N2)[C@@H]3COCCN3CC4=CC=CC(=C4)C#N
NCGC00394632-01,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=C(C=C5)C(O)=O)N=C[NH]4
NCGC00394642-01,COC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5=CC=CC=C5)N=C[NH]4
NCGC00394670-01,CCOC(=O)C1=CC=C(NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC(=C5)C)[NH]C=N3)C=C1
NCGC00394673-01,FC1=CC=C(C=C1)C(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC6=C(OCO6)C=C5)[NH]C=N3
NCGC00394873-01,C[S+]([O-])(=O)C1=CC=C(CN2CC[C@@H](C2)C3=NC4=C([NH]3)C=CC=N4)C=C1
NCGC00395070-01,COC1=CC=C(CN2CCOC[C@H]2C3=NC(=C[NH]3)C4=CC=C(C)C=C4)C=C1
NCGC00395091-01,C[C@@H](NC(=O)N1CCOC[C@H]1C2=NC(=C[NH]2)C3=CC=C(Cl)C=C3)C4=CC=CC=C4
NCGC00395095-01,ClC1=CC=C(S1)C2=C[NH]C(=N2)[C@@H]3COCCN3CC4CC4
NCGC00395160-01,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CO5)C=C1
NCGC00395188-01,COC1=CC(=CC=C1C(=O)N[C@H]2CCN3[C@@H](C2)C(=O)N(C3=O)C4=CC(=CC=C4)SC)SC
NCGC00395423-01,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CCCC(O)=O)N=C[NH]4
NCGC00395429-01,CC(C)NC(=O)N1CC2=C(C[C@H]1C3=NC(=NO3)C4=CC=C(C)C=C4)[NH]C=N2
NCGC00395471-01,COC1=CC=C(C=C1)C2=NOC(=C2C(O)=O)[C@@H](C)NC(=O)C3=NC4=CC=CC=C4S3
NCGC00395476-01,CC[S+]([O-])(=O)NC[C@]1(COC2=CC=C(C=N2)C(F)(F)F)C[C@H](O)[C@H](O)C1
NCGC00395477-01,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)NC(=O)C3=CC=C[N]3C)C(O)=O
NCGC00395558-01,COCCN1C(=O)[C@@H]2C[C@@H](CN2CC3=NC4=CC=CC=C4C=C3)OC5=C1C=CC=C5
NCGC00395561-01,CN1C(=O)[C@@H]2C[C@@H](CN2CC3=NC4=CC=CC=C4C=C3)OC5=C1C=CC=C5
NCGC00395578-01,O=C1[C@@H]2C[C@@H](CN2CC3=NC4=CC=CC=C4C=C3)OC5=C(C=CC=C5)N1CC6=CC=CC=C6
NCGC00395599-01,CN(C)C1=CC=C(C=C1)C(=O)N[C@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CS5
NCGC00395640-01,CSC1=CC=C(C=C1)C2=CC=C3NC(=O)[C@@H]4C[C@H](CCN4C(=O)C3=C2)NC(=O)C5=CC=CS5
NCGC00395732-01,COC1=CC=CC=C1CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC(=C5)C)[NH]C=N3
NCGC00395836-01,O=C(N1CC2=C(C[C@H]1C3=NC(=NO3)C4=CC5=C(OCO5)C=C4)[NH]C=N2)C6=CC=C(C=C6)C#N
NCGC00396105-01,C[C@@H](NC(=O)C12CC3CC(CC(C3)C1)C2)C4=C(C(O)=O)C(=NO4)C5=CC=CC=C5
NCGC00396121-01,C[C@@H](NC(=O)NC1=CC=CC(=C1)C2=NOC(=N2)C)C3=C(C(O)=O)C(=NO3)C
NCGC00396190-01,NC(=O)C1=CC=CC2=C1[NH]C(=N2)[C@H]3CCN(C3)CC4=NC=CC=C4
NCGC00396338-01,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=CC(=C5)C#N)N=C[NH]4
NCGC00396438-01,COC1=CC=C(C=C1)[C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NC(=O)C3=CC4=C(S3)C=CC=C4
NCGC00396480-01,COC1=CC=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC(=O)NC4=CC=C(C=C4)C(C)=O)C=C1
NCGC00396495-01,[O-][N+](=O)C1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3CC5=CC=CC(=C5)C#N)N=C[NH]4
NCGC00396501-01,CC(C)(CC(O)=O)CC(=O)N1CC2=C(C[C@H]1C3=NC(=NO3)CC4=CC=CC=C4)[NH]C=N2
NCGC00396570-01,CCCCC1=CC(=NO1)C[C@H]2CNCC[C@H]2CC(=O)NC3=NC=CS3
NCGC00396574-01,O[C@@H]1C[C@H](N(C1)CC2=CC=C(C=C2)C(O)=O)C3=NC(=NO3)C4=CC=CC=C4
NCGC00396576-01,CC1=C(F)C=C(C=C1)C2=NOC(=N2)[C@@H]3C[C@@H](O)CN3CC4=CC=C(C=C4)C(O)=O
NCGC00396675-01,COC(=O)C1=CC2=C(C=C1)N=C(CO[C@H]3CN(C[C@H]3F)CC4=CC=CC(=C4)C#N)[NH]2
NCGC00396745-01,CC(C)NC(=O)N1CC2=C(C[C@H]1C3=NC(=NO3)C4=CC=C(Cl)C=C4)[NH]C=N2
NCGC00396902-01,COC(=O)C1=C(NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC6=C(OCO6)C=C5)C=CC=C1
NCGC00397523-01,CC1=N[N](C(=C1[C@H]\2C[C@H](NC(=O)C3=CC=CO3)\C=C2)C)C4=CC=CC=C4
NCGC00397541-01,COC1=CC(=CC(=C1)NC(=O)N2CC[C@@H](C2)C3=NC4=C(O3)C=CC=C4)OC
NCGC00397546-01,CNC1=CC=C(C=N1)C2=NOC(=N2)[C@@H]3CCCN3CC4=CC=CN=C4
NCGC00397566-01,COC1=CC=C(C=C1)C2=NN=C(O2)[C@H]3CCN(C3)CC4=CC=CC(=C4)C#N
NCGC00397762-01,CC1=NN=C(O1)[C@H]2CCN(C2)CC3=CC4=C(C=CC=C4)N=C3
NCGC00397808-01,COC1=CC=C(CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3)C=C1
NCGC00397895-01,CC1=CC=C(C=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)C5=CC=C(F)C=C5)N=C[NH]4
NCGC00397911-01,COC(=O)C1=CC2=C([NH]C(=N2)C[C@@H]\3C[C@@H](C(C)C)[C@H](CNC(=O)C4=CC=CC=C4)\C=C3C)C=C1
NCGC00397992-01,FC1=CC(=CC=C1)NC(=O)N2C[C@@H]3C[C@H](C2)\C4=C(\C=C/C(=O)N4C3)C5=CC6=C(S5)C=CC=C6
NCGC00398013-01,ClC1=CC=C(C=C1)C/2=C3\[C@@H]4C[C@@H](CN(C4)C(=O)NC5=CC=CC=C5)CN3C(=O)/C=C2
NCGC00398073-01,O=C(NC1=CC=CC=C1)N2C[C@@H]3C[C@H](C2)\C4=C(\C=C/C(=O)N4C3)C5=CC(=CC=C5)C#N
NCGC00398286-01,COC1=CC(=CC(=C1)NC(=O)N[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)NC4=CC(=CC=C4)C(C)=O)OC
NCGC00398290-01,COC1=CC=C(NC(=O)N[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)NC4=CC(=CC=C4)C(C)=O)C=C1
